W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
2.440514564514160156e+00,5.118443965911865234e-01,-2.209867000579833984e+00,2.242572784423828125e+00,-1.282359480857849121e+00,-1.521752953529357910e+00,2.440342664718627930e+00,-8.103505373001098633e-01,2.177451372146606445e+00,1.424404501914978027e+00,1.142487883567810059e+00,-2.413985490798950195e+00,-2.438766717910766602e+00,3.914976716041564941e-01,9.594956785440444946e-02,-2.430725336074829102e+00,-2.440875053405761719e+00,1.580713510513305664e+00
