W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
-2.098200798034667969e+00,-1.740221500396728516e+00,-5.226271152496337891e-01,-9.121059775352478027e-01,2.375433921813964844e+00,1.656476497650146484e+00,1.438245654106140137e+00,1.520287632942199707e+00,2.422310113906860352e+00,2.173164844512939453e+00,1.653844594955444336e+00,2.415401697158813477e+00,-2.400244474411010742e+00,1.027140259742736816e+00,1.720681667327880859e+00,-2.113743066787719727e+00,2.407586097717285156e+00,-2.393539190292358398e+00
