epoch,train_loss,epoch_duration,val_loss
1,0.09938021004199982,9.504576444625854,
2,0.0983310341835022,9.600251913070679,
3,0.08498389273881912,9.67378044128418,
4,0.0883176252245903,9.813166618347168,
5,0.08798768371343613,9.786253213882446,
6,0.08921720087528229,9.827999114990234,
7,0.08600041270256042,9.856462955474854,
8,0.08809123933315277,9.907007455825806,
9,0.08589977025985718,9.896090984344482,
10,0.0799286812543869,9.935335159301758,1.966668963432312
11,0.08326908946037292,12.911911249160767,
12,0.0790383592247963,9.98462700843811,
13,0.07926374673843384,10.034346103668213,
14,0.07580038905143738,9.990633010864258,
15,0.07004517316818237,10.029748916625977,
16,0.0763278603553772,9.998846054077148,
17,0.07187091559171677,10.041071891784668,
18,0.06640647351741791,10.014439821243286,
19,0.062050554901361465,10.057369947433472,
20,0.06201677769422531,10.023706674575806,1.1158047914505005
21,0.06317837536334991,13.087323188781738,
22,0.059115611016750336,10.061451435089111,
23,0.055000171065330505,10.028817176818848,
24,0.049704186618328094,10.07708740234375,
25,0.04942589998245239,10.156750679016113,
26,0.047123074531555176,10.092161655426025,
27,0.044225070625543594,10.102506399154663,
28,0.040802158415317535,10.101983308792114,
29,0.040482278913259506,10.08739423751831,
30,0.038760825991630554,10.130833387374878,0.8038651943206787
31,0.030627937987446785,13.157505512237549,
32,0.030635496601462364,10.099526643753052,
33,0.033237334340810776,10.141827821731567,
34,0.024871302768588066,10.16949725151062,
35,0.02478482946753502,10.13931918144226,
36,0.023552868515253067,10.168660163879395,
37,0.02240009978413582,10.14844012260437,
38,0.02313370257616043,10.141724109649658,
39,0.01826963573694229,10.18678617477417,
40,0.01847323775291443,10.191193342208862,0.9486035108566284
41,0.016303544864058495,13.22600507736206,
42,0.016793202608823776,10.181521892547607,
43,0.014036964625120163,10.192771434783936,
44,0.01400731410831213,10.215061902999878,
45,0.01271895132958889,10.186432600021362,
46,0.011076116003096104,10.142904996871948,
47,0.009749727323651314,10.179350137710571,
48,0.009539400227367878,10.18446159362793,
49,0.007937368005514145,10.193516492843628,
