W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18
2.441033840179443359e+00,5.222104787826538086e-01,-2.220806121826171875e+00,2.277970790863037109e+00,-1.474213123321533203e+00,-1.637192726135253906e+00,2.441035509109497070e+00,-8.788250088691711426e-01,2.174745559692382812e+00,1.419649004936218262e+00,1.464441180229187012e+00,-2.417802572250366211e+00,-2.438209056854248047e+00,4.494526088237762451e-01,1.639358848333358765e-01,-2.433074712753295898e+00,-2.441193580627441406e+00,1.477318406105041504e+00
