W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36
1.362601816654205322e-01,9.697074294090270996e-01,6.527923941612243652e-01,-8.204028010368347168e-01,1.734173655509948730e+00,1.002499461174011230e+00,9.837563037872314453e-01,-1.678766965866088867e+00,-6.349266767501831055e-01,-5.463792011141777039e-02,1.216409802436828613e+00,7.549700886011123657e-02,-1.096062883734703064e-01,8.071877360343933105e-01,-1.325688809156417847e-01,-2.617104649543762207e-01,-1.166992783546447754e+00,-1.482349514961242676e+00,4.340736269950866699e-01,-9.463231563568115234e-01,1.429736495018005371e+00,1.022056937217712402e+00,1.935881227254867554e-01,-6.129318475723266602e-01,3.348623216152191162e-01,2.938420474529266357e-01,-7.798004150390625000e-01,1.376307725906372070e+00,-6.359804272651672363e-01,-2.467603385448455811e-01,-1.675189614295959473e+00,2.086202144622802734e+00,2.268042802810668945e+00,-3.353822529315948486e-01,-7.484015822410583496e-01,-1.092425704002380371e+00
